Unnamed: 0,ID,label_lr,train_val_predict,src,URL
343,11892,,predict_need,CTEH,http://192.168.0.19:8042/instances/fac92818-be0913ce-6f6ff763-36be79a0-54811dcf/preview
346,11853,,predict_need,CTEH,http://192.168.0.19:8042/instances/9198c89c-a3bf460b-6375b077-f898db42-f4ad2a7a/preview
514,11261,right,predict_need,CTEH,http://192.168.0.19:8042/instances/e6f97c47-c1a07b6b-50a77e68-ff858134-322fdb2d/preview
515,12552,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/63_0002CR0D.png
516,12546,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/89_0002CR0D.png
517,12542,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/98_0003CR0D.png
518,12515,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/141_0005CL0D.png
519,12512,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/145_0002CR0D.png
520,12513,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/144_0001CR0D.png
521,12505,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/154_0001CR0D.png
522,12500,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/160_0002CR0D.png
523,12484,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/182_0003CL0D.png
524,12476,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/192_0002CR0D.png
525,12472,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/197_0001CR0D.png
526,12466,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/204_0002CL0D.png
527,12465,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/205_0001CL0D.png
528,12458,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/212_0001CR0D.png
529,12446,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/226_0005CL0D.png
530,12447,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/225_0003CR0D.png
531,12445,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/227_0004CL0D.png
532,12435,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/239_0001CR0D.png
533,12432,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/243_0001CR0D.png
534,12429,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/246_0004CL0D.png
535,12427,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/248_0007CL0D.png
536,12421,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/256_0002CR0D.png
537,12419,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/258_0004CL0D.png
538,12403,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/281_0003CR0D.png
539,12398,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/289_0005CL0D.png
540,12397,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/290_0004CL0D.png
541,12394,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/295_0001CR0D.png
542,12391,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/298_0003CR0D.png
543,12385,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/305_0004CL0D.png
544,12388,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/301_0002CR0D.png
545,12387,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/302_0001CR0D.png
546,12381,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/310_0001CR0D.png
547,12380,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/311_0002CR0D.png
548,12366,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/327_0004CL0D.png
549,12362,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/331_0003CR0D.png
550,12361,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/332_0002CR0D.png
551,12357,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/336_0002CR0D.png
552,12350,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/346_0005CL0D.png
553,12343,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/353_0003CL0D.png
554,12327,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/379_0004CL0D.png
555,12326,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/380_0001CR0D.png
556,12325,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/382_0004CL0D.png
557,12318,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/392_0004CL0D.png
558,12317,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/393_0003CL0D.png
559,12309,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/403_0004CL0D.png
560,12294,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/422_0004CL0D.png
561,12287,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/431_0004CL0D.png
562,12286,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/432_0003CL0D.png
563,12278,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/442_0002CR0D.png
564,12269,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/453_0003CL0D.png
565,12267,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/456_0004CL0D.png
566,12263,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/460_0004CL0D.png
567,12251,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/473_0003CL0D.png
568,12250,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/475_0002CR0D.png
569,12225,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/504_0004CL0D.png
570,12217,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/515_0002CR0D.png
571,12160,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/583_0002CR0D.png
572,12161,,predict_need,EYESCAN,http://192.168.0.21:8080/data/local-files/?d=EYESCAN/582_0001CR0D.png
573,12887,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0017.jpg
574,12883,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0022.jpg
575,12876,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0029.jpg
576,12873,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0032.jpg
577,12865,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0042.jpg
578,12858,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0049.jpg
579,12840,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0068.jpg
580,12836,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-A0073.jpg
581,12818,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0003.jpg
582,12809,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0013.jpg
583,12791,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0035.jpg
584,12780,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0048.jpg
585,12778,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0050.jpg
586,12770,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0060.jpg
587,12766,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0066.jpg
588,12765,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0067.jpg
589,12761,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0072.jpg
590,12757,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0076.jpg
591,12752,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0081.jpg
592,12748,,predict_need,BAIDU,http://192.168.0.21:8080/data/local-files/?d=BAIDU/BAIDU-N0085.jpg
593,12119,,predict_need,CTEH,http://192.168.0.19:8042/instances/6577b514-456c6181-d9502b47-30b3d51e-d9887894/preview
594,12118,,predict_need,CTEH,http://192.168.0.19:8042/instances/d21a232d-d2926151-ad3502e1-06d91ead-6b02ae18/preview
595,12114,,predict_need,CTEH,http://192.168.0.19:8042/instances/b80ad947-3551a49e-0b0f751a-0a0c65db-35076dda/preview
596,12110,,predict_need,CTEH,http://192.168.0.19:8042/instances/2b5cbc3f-321d32e1-215a2b4c-21dcd035-3cca189d/preview
597,12112,,predict_need,CTEH,http://192.168.0.19:8042/instances/9e6a1bac-931a85ce-ed1f1a15-64c417ef-37cbbdf1/preview
598,12103,,predict_need,CTEH,http://192.168.0.19:8042/instances/60f1d2bd-e17e0ae1-e290c97b-385743b5-983ab52b/preview
599,12093,,predict_need,CTEH,http://192.168.0.19:8042/instances/e6b95df6-0685509a-c269867e-d07ca21f-42e8731d/preview
600,12091,,predict_need,CTEH,http://192.168.0.19:8042/instances/3ebb5e12-360aba45-f43dd61b-97840fd4-dd499c2e/preview
601,12090,,predict_need,CTEH,http://192.168.0.19:8042/instances/2c323d1c-661dfc33-6fcd205e-f3b204f2-7b1cf545/preview
602,12083,,predict_need,CTEH,http://192.168.0.19:8042/instances/3cdaff01-27b55b88-03116c82-68db5b64-70cc9cd4/preview
